id,invoice_type,policy_number,coverage_start_date,coverage_end_date,due_date,status,pre_levy_amount,total_amount,refund_date,charge_date
e2303df9-88e1-415b-b590-a84c3d47f103,regular,759512727,2020-07-15T20:59:36.340294+08:00,2020-08-15T20:59:36.340294+08:00,2020-07-15T20:59:36.340294+08:00,paid,10,10.01,NULL,2020-07-16T12:00:19.511205+08:00
db3df99d-7ed7-4a34-8d23-d8e96b149674,regular,2114935906,2020-07-15T20:55:03.891726+08:00,2020-08-15T20:55:03.891726+08:00,2020-07-15T20:55:03.891726+08:00,paid,119,119.07,NULL,2020-07-16T12:00:21.171806+08:00
4a03075c-708b-4468-b360-13c77b661bf0,regular,1471510495,2019-10-25T17:28:16.511901+08:00,2019-11-25T17:28:16.511901+08:00,2019-10-25T17:28:16.511901+08:00,paid,140,140.08,NULL,2019-10-26T12:00:31.378751+08:00
34bbce45-9344-4e73-ba63-4bfe500ad96a,regular,1959339358,2019-10-11T15:03:17.567823+08:00,2019-11-11T15:03:17.567823+08:00,2019-10-11T15:03:17.567823+08:00,paid,60,60.04,NULL,2019-10-12T12:00:36.845447+08:00
4fd90595-1d7c-48dc-9017-98b4683975f9,regular,71728323,2019-10-25T17:28:59.873692+08:00,2019-11-25T17:28:59.873692+08:00,2019-10-25T17:28:59.873692+08:00,paid,267,267.16,NULL,2019-10-26T12:00:34.55374+08:00
5f793fc7-1660-4fac-9ace-19f407191c53,regular,1451494330,2019-10-26T11:11:28.767955+08:00,2019-11-26T11:11:28.767955+08:00,2019-10-26T11:11:28.767955+08:00,paid,271,271.16,NULL,2019-10-26T12:00:37.400525+08:00
cb5a86ad-e711-4868-9390-a9519f03004e,regular,1152319633,2020-11-03T13:37:37.695407+08:00,2020-12-03T13:37:37.695407+08:00,2020-11-03T13:37:37.695407+08:00,paid,111,111.09,NULL,2020-11-03T13:41:08.117494+08:00
24b82510-5edb-43b1-8069-f00f76966d54,regular,1603021348,2020-07-15T12:19:12.916694+08:00,2020-08-15T12:19:12.916694+08:00,2020-07-15T12:19:12.916694+08:00,paid,387.5,387.73,NULL,2020-07-16T12:00:10.510366+08:00
06607ac1-0963-4c8c-a0b0-b4249247be37,regular,1890662864,2020-07-15T16:47:32.580357+08:00,2020-08-15T16:47:32.580357+08:00,2020-07-15T16:47:32.580357+08:00,paid,698.9,699.32,NULL,2020-07-16T12:00:13.454569+08:00
e3bce1d7-b840-469b-91db-3afb7394863a,regular,1054747332,2019-10-26T15:05:23.677698+08:00,2019-11-26T15:05:23.677698+08:00,2019-10-26T15:05:23.677698+08:00,paid,270,270.16,NULL,2019-10-27T12:00:41.64422+08:00
2707d7c9-ac38-495a-83c4-0cb927c98177,regular,2087858115,2019-09-03T13:00:37.801177+08:00,2019-10-03T13:00:37.801177+08:00,2019-09-03T13:00:37.801177+08:00,paid,253,253.15,NULL,2019-09-04T12:00:16.788621+08:00
28706419-414c-4bb6-ab81-0ed1620030f7,regular,275986871,2019-10-26T16:38:03.530236+08:00,2019-11-26T16:38:03.530236+08:00,2019-10-26T16:38:03.530236+08:00,paid,169,169.1,NULL,2019-10-27T12:00:44.564375+08:00
87563c6c-bb5f-4446-99a1-b1b2549ccc86,regular,703875365,2019-10-26T18:20:07.821692+08:00,2019-11-26T18:20:07.821692+08:00,2019-10-26T18:20:07.821692+08:00,paid,311,311.19,NULL,2019-10-27T12:00:47.486651+08:00
16aeacf7-ef90-4488-a03c-a4c16e480657,regular,39668131,2019-09-23T17:15:51.51315+08:00,2019-10-23T17:15:51.51315+08:00,2019-09-23T17:15:51.51315+08:00,paid,130,130.08,NULL,2019-09-24T12:00:43.594852+08:00
290ce33d-bcda-43a1-b1cf-884b435d3289,regular,547184045,2019-09-23T12:14:51.801014+08:00,2019-10-23T12:14:51.801014+08:00,2019-09-23T12:14:51.801014+08:00,paid,360,360.22,NULL,2019-09-24T12:00:46.697994+08:00
50343293-07aa-4beb-b545-b884e81deb90,regular,247616464,2019-09-24T11:22:06.000626+08:00,2019-10-24T11:22:06.000626+08:00,2019-09-24T11:22:06.000626+08:00,paid,253,253.15,NULL,2019-09-24T12:00:49.716743+08:00
25cd3dee-dbf4-4f25-b7fc-dce9c3ca3147,regular,1724911746,2020-07-15T20:39:51.566057+08:00,2020-08-15T20:39:51.566057+08:00,2020-07-15T20:39:51.566057+08:00,paid,10,10.01,NULL,2020-07-16T12:00:16.065196+08:00
168c656e-b928-42e4-8a56-71a40893b319,regular,1750691250,2019-12-04T18:57:48.197097+08:00,2020-01-04T18:57:48.197097+08:00,2019-12-04T18:57:48.197097+08:00,paid,1545,1545.93,NULL,2019-12-05T12:00:27.981907+08:00
b05060d2-3c3e-4df3-806e-fbe642be6b8e,regular,51194629,2019-12-04T19:09:35.285128+08:00,2020-01-04T19:09:35.285128+08:00,2019-12-04T19:09:35.285128+08:00,paid,121,121.07,NULL,2019-12-05T12:00:31.353485+08:00
e34fa640-f3af-4e11-884f-42eae5c64680,regular,1724911746,2020-08-15T20:39:51.566057+08:00,2020-09-15T20:39:51.566057+08:00,2020-08-15T20:39:51.566057+08:00,paid,10,10.01,NULL,2020-08-16T12:00:13.413627+08:00
48e7829c-9e1a-4f80-b57c-a02fba33e6a4,regular,1056571863,2019-10-01T17:31:44.468369+08:00,2019-11-01T17:31:44.468369+08:00,2019-10-01T17:31:44.468369+08:00,paid,820.75,821.24,NULL,2019-10-02T12:00:22.491504+08:00
38955494-2e62-42b5-83f1-0a8e6b10ac38,regular,616891542,2020-08-06T12:20:25.270813+08:00,2020-09-06T12:20:25.270813+08:00,2020-08-06T12:20:25.270813+08:00,paid,9.99,10,NULL,2020-08-06T12:20:27.888946+08:00
f79ede99-fa0a-42bb-a37b-ca449203c9b9,regular,759512727,2020-08-15T20:59:36.340294+08:00,2020-09-15T20:59:36.340294+08:00,2020-08-15T20:59:36.340294+08:00,paid,10,10.01,NULL,2020-08-16T12:00:15.752203+08:00
44c7ab42-24dc-4b50-b7b1-ab6f0cc365ba,regular,1056571863,2019-12-01T17:31:44.468369+08:00,2020-01-01T17:31:44.468369+08:00,2019-12-01T17:31:44.468369+08:00,paid,820.75,821.24,NULL,2019-12-02T12:00:28.449547+08:00
f468d5a5-0af6-477d-9efe-39f499c5a30c,regular,1867347240,2020-08-12T09:22:53.935177+08:00,2020-09-12T09:22:53.935177+08:00,2020-08-12T09:22:53.935177+08:00,paid,124,124.11,NULL,2020-08-12T09:24:18.162522+08:00
b0537160-e989-4734-8857-74f07e395fb3,regular,47267711,2019-12-04T20:12:44.086104+08:00,2020-01-04T20:12:44.086104+08:00,2019-12-04T20:12:44.086104+08:00,paid,344,344.21,NULL,2019-12-05T12:00:34.285166+08:00
a4931391-90af-48c6-b21a-2afc4c6e8714,regular,1750691250,2019-10-04T18:57:48.197097+08:00,2019-11-04T18:57:48.197097+08:00,2019-10-04T18:57:48.197097+08:00,paid,1545,1545.93,NULL,2019-10-05T12:00:43.983262+08:00
2ae0d72e-cc5b-40d6-999b-83b83f5de37d,regular,51194629,2019-10-04T19:09:35.285128+08:00,2019-11-04T19:09:35.285128+08:00,2019-10-04T19:09:35.285128+08:00,paid,121,121.07,NULL,2019-10-05T12:00:47.171523+08:00
a7e8b308-3a1f-44d6-96d0-ac1345a9d049,regular,47267711,2019-10-04T20:12:44.086104+08:00,2019-11-04T20:12:44.086104+08:00,2019-10-04T20:12:44.086104+08:00,paid,344,344.21,NULL,2019-10-05T12:00:49.992928+08:00
360411e1-a41e-44e5-acdf-f5b003d0d034,regular,1015887097,2019-10-04T16:07:00.443601+08:00,2019-11-04T16:07:00.443601+08:00,2019-10-04T16:07:00.443601+08:00,paid,101,101.06,NULL,2019-10-05T12:00:53.194371+08:00
0b7c80cf-9cdc-4fb1-b456-4ca0fdfb1860,regular,451487022,2019-12-03T10:36:40.215814+08:00,2020-01-03T10:36:40.215814+08:00,2019-12-03T10:36:40.215814+08:00,paid,1663,1664,NULL,2019-12-03T12:00:41.444566+08:00
ee3bb7f7-86a2-4548-868c-a57fb7369aa6,regular,1015887097,2019-12-04T16:07:00.443601+08:00,2020-01-04T16:07:00.443601+08:00,2019-12-04T16:07:00.443601+08:00,paid,101,101.06,NULL,2019-12-05T12:00:37.163392+08:00
db29b246-eefd-4883-a223-ccdc987bc4fd,regular,2087858115,2019-12-03T13:00:37.801177+08:00,2020-01-03T13:00:37.801177+08:00,2019-12-03T13:00:37.801177+08:00,paid,253,253.15,NULL,2019-12-04T12:00:25.185023+08:00
74c6f68a-980f-4ffc-b5f2-41cf75ff058c,regular,1603021348,2019-12-15T12:19:12.916694+08:00,2020-01-15T12:19:12.916694+08:00,2019-12-15T12:19:12.916694+08:00,paid,387.5,387.73,NULL,2019-12-16T12:00:10.672101+08:00
4dea4bec-b8e3-4e83-8ac3-992250f8e08b,regular,2092524228,2019-12-16T10:54:12.575754+08:00,2020-01-16T10:54:12.575754+08:00,2019-12-16T10:54:12.575754+08:00,paid,181,181.11,NULL,2019-12-16T12:00:17.102511+08:00
6e082b22-270c-4127-a4db-29852a40eb9b,regular,1172248693,2020-03-19T17:45:10.94766+08:00,2020-04-19T17:45:10.94766+08:00,2020-03-19T17:45:10.94766+08:00,paid,176,176.11,NULL,2020-03-19T18:24:16.542908+08:00
8eb0ff75-6499-4a43-9da2-7a01d8c49cef,regular,764567039,2019-09-08T12:14:38.945442+08:00,2019-10-08T12:14:38.945442+08:00,2019-09-08T12:14:38.945442+08:00,paid,124,124.07,NULL,2019-09-09T12:00:10.349975+08:00
d1ba0fb5-c584-4cce-ac55-bd01084da12f,regular,816673366,2020-09-20T10:29:21.819328+08:00,2020-10-20T10:29:21.819328+08:00,2020-09-20T10:29:21.819328+08:00,paid,464,464.39,NULL,2020-09-20T12:00:20.335346+08:00
608e1962-f88e-4897-b261-628e418244c8,regular,1172248693,2020-09-19T17:45:10.94766+08:00,2020-10-19T17:45:10.94766+08:00,2020-09-19T17:45:10.94766+08:00,paid,176,176.11,NULL,2020-09-20T12:00:22.501823+08:00
70b36b75-c153-40d4-aa50-af1ffb0e6423,regular,1603021348,2020-08-15T12:19:12.916694+08:00,2020-09-15T12:19:12.916694+08:00,2020-08-15T12:19:12.916694+08:00,paid,400,400.34,NULL,2020-08-16T12:00:08.748466+08:00
7e86ccdc-bd9c-4668-89c2-95b12916ed5d,regular,1890662864,2020-08-15T16:47:32.580357+08:00,2020-09-15T16:47:32.580357+08:00,2020-08-15T16:47:32.580357+08:00,paid,716.3,716.91,NULL,2020-08-16T12:00:10.954092+08:00
af057dad-5e31-4631-9924-61e9d232f892,regular,406939769,2019-09-14T17:31:42.891716+08:00,2019-10-14T17:31:42.891716+08:00,2019-09-14T17:31:42.891716+08:00,paid,180,180.11,NULL,2019-09-15T12:00:47.221224+08:00
9e9fb5cc-4123-4181-9b27-397ed6989cf0,regular,2114935906,2020-08-15T20:55:03.891726+08:00,2020-09-15T20:55:03.891726+08:00,2020-08-15T20:55:03.891726+08:00,paid,119,119.07,NULL,2020-08-16T12:00:17.247657+08:00
3b1fe6e0-64a1-43a6-9ca1-cc5fc7e11755,regular,1640063714,2019-09-24T18:01:36.31872+08:00,2019-10-24T18:01:36.31872+08:00,2019-09-24T18:01:36.31872+08:00,paid,166,166.1,NULL,2019-09-25T12:00:19.295721+08:00
9bd61d69-cf9c-41c8-a645-4b32e7614ea5,regular,1311731059,2019-10-11T12:04:14.614945+08:00,2019-11-11T12:04:14.614945+08:00,2019-10-11T12:04:14.614945+08:00,paid,7272,7276.36,NULL,2019-10-12T12:00:33.76544+08:00
4174d49a-e167-4a8a-ae80-15b397050c2d,regular,186935371,2019-10-27T16:36:32.93521+08:00,2019-11-27T16:36:32.93521+08:00,2019-10-27T16:36:32.93521+08:00,paid,829,829.5,NULL,2019-10-28T12:00:10.21625+08:00
d87efaff-4e91-4f25-af5a-e527c9ec90c7,regular,14440502,2019-10-27T12:42:25.655072+08:00,2019-11-27T12:42:25.655072+08:00,2019-10-27T12:42:25.655072+08:00,paid,62,62.04,NULL,2019-10-28T12:00:16.28386+08:00
f274cc5f-cdef-4bcb-aa96-40e267df469d,regular,1359544633,2020-07-16T17:20:46.546465+08:00,2020-08-16T17:20:46.546465+08:00,2020-07-16T17:20:46.546465+08:00,paid,57,57.03,NULL,2020-07-17T12:00:12.60841+08:00
6bb060b8-cff7-4247-ab6e-30df2f01ec58,regular,1010119886,2019-10-12T17:23:27.352867+08:00,2019-11-12T17:23:27.352867+08:00,2019-10-12T17:23:27.352867+08:00,paid,202.5,202.62,NULL,2019-10-13T12:00:13.389353+08:00
48016b00-e898-4156-89a4-0ba043e9c48b,regular,1857686137,2020-07-17T11:01:22.998979+08:00,2020-08-17T11:01:22.998979+08:00,2020-07-17T11:01:22.998979+08:00,paid,129,129.08,NULL,2020-07-17T12:00:15.891643+08:00
3b6d047c-b70d-4b57-afa0-e2456e748030,regular,2078570307,2019-10-27T18:57:49.130069+08:00,2019-11-27T18:57:49.130069+08:00,2019-10-27T18:57:49.130069+08:00,paid,158,158.09,NULL,2019-10-28T12:00:19.156092+08:00
e229ea03-5bdf-4ab0-a601-1a1026012ffb,regular,728303155,2019-10-27T18:35:17.121652+08:00,2019-11-27T18:35:17.121652+08:00,2019-10-27T18:35:17.121652+08:00,paid,57,57.03,NULL,2019-10-28T12:00:21.76292+08:00
debe1fc7-581d-4ffd-a29d-1ea3e8187615,regular,1321084410,2020-08-18T15:42:38.094625+08:00,2020-09-18T15:42:38.094625+08:00,2020-08-18T15:42:38.094625+08:00,paid,200,200.17,NULL,2020-08-19T12:00:10.478964+08:00
539587cf-3617-4c2e-98d9-3c75296da81b,regular,1593864955,2019-10-30T17:30:38.74042+08:00,2019-11-30T17:30:38.74042+08:00,2019-10-30T17:30:38.74042+08:00,paid,640,640.38,NULL,2019-10-31T12:00:41.62731+08:00
714d3a11-bdc2-465d-b3ba-9489fff87eab,regular,1017321090,2019-10-30T14:41:16.572712+08:00,2019-11-30T14:41:16.572712+08:00,2019-10-30T14:41:16.572712+08:00,paid,121,121.07,NULL,2019-10-31T12:00:44.586876+08:00
ca6aa407-808b-49f2-8b09-050dbe41b4a4,regular,39668131,2019-07-23T17:15:51.51315+08:00,2019-08-23T17:15:51.51315+08:00,2019-07-23T17:15:51.51315+08:00,paid,130,130.08,NULL,2019-07-24T12:00:27.387268+08:00
92d74847-7da4-481e-b19e-a1c86a4b67fa,regular,1056571863,2019-11-01T17:31:44.468369+08:00,2019-12-01T17:31:44.468369+08:00,2019-11-01T17:31:44.468369+08:00,paid,820.75,821.24,NULL,2019-11-02T12:00:50.966804+08:00
b6063f75-e2ad-404a-be9b-f165d728a80d,regular,451487022,2019-11-03T10:36:40.215814+08:00,2019-12-03T10:36:40.215814+08:00,2019-11-03T10:36:40.215814+08:00,paid,1663,1664,NULL,2019-11-03T12:00:18.979962+08:00
a27c039b-97e8-4916-af74-5053b47661bf,regular,51194629,2019-11-04T19:09:35.285128+08:00,2019-12-04T19:09:35.285128+08:00,2019-11-04T19:09:35.285128+08:00,paid,121,121.07,NULL,2019-11-05T12:00:38.848633+08:00
5a364270-0ea0-4584-90ff-c4c19b5167c8,regular,47267711,2019-11-04T20:12:44.086104+08:00,2019-12-04T20:12:44.086104+08:00,2019-11-04T20:12:44.086104+08:00,paid,344,344.21,NULL,2019-11-05T12:00:41.633801+08:00
0f988d01-794b-42cd-94f2-f96354629b3f,regular,1015887097,2019-11-04T16:07:00.443601+08:00,2019-12-04T16:07:00.443601+08:00,2019-11-04T16:07:00.443601+08:00,paid,101,101.06,NULL,2019-11-05T12:00:44.216589+08:00
183efe6a-196a-478c-abba-4ca87e28a2d5,regular,1421084114,2020-07-17T10:56:13.916513+08:00,2020-08-17T10:56:13.916513+08:00,2020-07-17T10:56:13.916513+08:00,paid,10,10.01,NULL,2020-07-17T12:00:16.647865+08:00
2383f76b-8f8c-49c5-919a-6345a9ca2984,regular,1720934173,2020-07-16T12:13:27.080764+08:00,2020-08-16T12:13:27.080764+08:00,2020-07-16T12:13:27.080764+08:00,paid,9.99,10,NULL,2020-07-17T12:00:19.773786+08:00
2727fade-b03a-4d89-a9e0-1145cab05984,regular,1074096054,2020-01-13T17:28:56.115346+08:00,2020-02-13T17:28:56.115346+08:00,2020-01-13T17:28:56.115346+08:00,paid,111,111.07,NULL,2020-01-13T17:34:57.512472+08:00
2f8eb13e-df94-4750-81b7-7087b4673c72,regular,1905133426,2019-10-29T13:45:39.927479+08:00,2019-11-29T13:45:39.927479+08:00,2019-10-29T13:45:39.927479+08:00,paid,98,98.06,NULL,2019-10-30T12:00:38.397519+08:00
2028c6a7-016e-439a-9c15-5b18afa0ec28,regular,1603021348,2019-09-15T12:19:12.916694+08:00,2019-10-15T12:19:12.916694+08:00,2019-09-15T12:19:12.916694+08:00,paid,387.5,387.73,NULL,2019-09-16T12:00:10.349151+08:00
a3dfe5c7-58db-40da-805a-716af936e6b1,regular,1890662864,2019-09-15T16:47:32.580357+08:00,2019-10-15T16:47:32.580357+08:00,2019-09-15T16:47:32.580357+08:00,paid,698.9,699.32,NULL,2019-09-16T12:00:13.383264+08:00
1a66801e-bcdf-49bc-8b21-9429590e8739,regular,1926833684,2019-10-29T18:51:20.571149+08:00,2019-11-29T18:51:20.571149+08:00,2019-10-29T18:51:20.571149+08:00,paid,130,130.08,NULL,2019-10-30T12:00:41.67538+08:00
c40ad071-3885-46cc-8381-3bc28ea7c562,regular,1213746921,2019-12-05T17:34:38.630843+08:00,2020-01-05T17:34:38.630843+08:00,2019-12-05T17:34:38.630843+08:00,paid,1034,1034.62,NULL,2019-12-06T12:00:42.154529+08:00
684ee3d6-df8c-43bd-a499-05a262b8346a,regular,2087858115,2019-11-03T13:00:37.801177+08:00,2019-12-03T13:00:37.801177+08:00,2019-11-03T13:00:37.801177+08:00,paid,253,253.15,NULL,2019-11-04T12:00:41.541169+08:00
010b59ad-1145-479b-bd7b-f75f36b433a7,regular,51194629,2019-07-04T19:09:35.285128+08:00,2019-08-04T19:09:35.285128+08:00,2019-07-04T19:09:35.285128+08:00,paid,121,121.07,NULL,2019-07-05T12:00:33.751364+08:00
773e1ae7-b8aa-48ad-a434-8c8983405d1b,regular,1471510495,2019-09-25T17:28:16.511901+08:00,2019-10-25T17:28:16.511901+08:00,2019-09-25T17:28:16.511901+08:00,paid,140,140.08,NULL,2019-09-26T12:00:19.632815+08:00
3e89add0-83b5-4444-87d3-025ee8468dde,regular,71728323,2019-09-25T17:28:59.873692+08:00,2019-10-25T17:28:59.873692+08:00,2019-09-25T17:28:59.873692+08:00,paid,267,267.16,NULL,2019-09-26T12:00:22.691951+08:00
0ec06553-aee2-459a-a616-5382475e74d3,regular,1451494330,2019-09-26T11:11:28.767955+08:00,2019-10-26T11:11:28.767955+08:00,2019-09-26T11:11:28.767955+08:00,paid,271,271.16,NULL,2019-09-26T12:00:25.440815+08:00
56a33974-3181-4941-a45b-4576b2ba20bd,regular,799162201,2019-12-06T11:08:07.401641+08:00,2020-01-06T11:08:07.401641+08:00,2019-12-06T11:08:07.401641+08:00,paid,104,104.06,NULL,2019-12-06T12:00:45.620499+08:00
687cbaa3-fe1c-48d5-be54-f853366c9e13,regular,1750691250,2019-11-04T18:57:48.197097+08:00,2019-12-04T18:57:48.197097+08:00,2019-11-04T18:57:48.197097+08:00,paid,1545,1545.93,NULL,2019-11-05T12:00:35.619172+08:00
99498ebc-8348-443a-bb4a-30baa5d2cb14,regular,1747021707,2020-07-16T13:11:59.10755+08:00,2020-08-16T13:11:59.10755+08:00,2020-07-16T13:11:59.10755+08:00,paid,9.99,10,NULL,2020-07-17T12:00:22.976357+08:00
11b95d22-b4b2-473c-9207-c95fa0cda229,regular,48528421,2020-07-16T13:18:26.861758+08:00,2020-08-16T13:18:26.861758+08:00,2020-07-16T13:18:26.861758+08:00,paid,9.99,10,NULL,2020-07-17T12:00:26.087668+08:00
56f2668a-0c52-4eea-9cdc-ae4b095be420,regular,2141605481,2019-12-06T11:32:12.803058+08:00,2020-01-06T11:32:12.803058+08:00,2019-12-06T11:32:12.803058+08:00,paid,104,104.06,NULL,2019-12-06T12:00:48.602172+08:00
c719d7b8-52fc-42bf-8c1c-533afac5650f,regular,1304169746,2020-07-16T13:32:37.86014+08:00,2020-08-16T13:32:37.86014+08:00,2020-07-16T13:32:37.86014+08:00,paid,9.99,10,NULL,2020-07-17T12:00:29.104999+08:00
571f0e64-2748-46dc-bf54-11204ae0cfd3,regular,406939769,2019-10-14T17:31:42.891716+08:00,2019-11-14T17:31:42.891716+08:00,2019-10-14T17:31:42.891716+08:00,paid,180,180.11,NULL,2019-10-15T12:00:30.946613+08:00
28b24f4e-36b1-40cf-bc7e-afd8b1a259e9,regular,290658557,2020-09-20T19:02:43.281276+08:00,2020-10-20T19:02:43.281276+08:00,2020-09-20T19:02:43.281276+08:00,open,39,39,NULL,NULL
61c2e5f7-fb7b-4e21-9c93-4d38be8aab70,regular,2092524228,2019-10-16T10:54:12.575754+08:00,2019-11-16T10:54:12.575754+08:00,2019-10-16T10:54:12.575754+08:00,paid,181,181.11,NULL,2019-10-16T11:00:19.944157+08:00
007b93a1-2492-494e-a9b5-4e3f49a7282b,regular,1603021348,2019-10-15T12:19:12.916694+08:00,2019-11-15T12:19:12.916694+08:00,2019-10-15T12:19:12.916694+08:00,paid,387.5,387.73,NULL,2019-10-16T12:00:41.447394+08:00
